,oldMonth,OldTemp,Month,Temp
0,January,70.62918518025933,May,73.89380129228296
1,February,70.43189225489944,June,75.58772674385354
2,March,71.03544376289172,July,76.50757526042106
3,April,72.44442651409649,August,77.20692960829899
4,May,73.89380129228296,September,77.11926391903366
5,June,75.58772674385354,October,76.22561620102785
6,July,76.50757526042106,November,74.3042723513313
7,August,77.20692960829899,December,72.16914046094138
8,September,77.11926391903366,January,70.62918518025933
9,October,76.22561620102785,February,70.43189225489944
10,November,74.3042723513313,March,71.03544376289172
11,December,72.16914046094138,April,72.44442651409649
