,Year,Month,RF_mm,RF_in,datetime
0,1920.0,1.0,110.02223186728396,4.331583931782833,1920-01-01
1,1920.0,2.0,2.8469200605227623,0.112083466949715,1920-02-01
2,1920.0,3.0,76.08641372492283,2.995528099406411,1920-03-01
3,1920.0,4.0,6.197318371431328,0.2439889122610759,1920-04-01
4,1920.0,5.0,18.556999300733025,0.7305905236509066,1920-05-01
5,1920.0,6.0,4.313687924985532,0.1698302332671469,1920-06-01
6,1920.0,7.0,1.132281362274547,0.0445780063887616,1920-07-01
7,1920.0,8.0,1.836465341073496,0.0723017850816336,1920-08-01
8,1920.0,9.0,0.3090170636589144,0.0121660261283037,1920-09-01
9,1920.0,10.0,23.17534722222222,0.9124152449693788,1920-10-01
10,1920.0,11.0,32.00345413773148,1.2599785093595073,1920-11-01
11,1920.0,12.0,158.48896846064815,6.239723167742054,1920-12-01
12,1921.0,1.0,108.50913869598766,4.272013334487704,1921-01-01
13,1921.0,2.0,24.62626591435185,0.9695380281240888,1921-02-01
14,1921.0,3.0,45.75176022376543,1.80125040251045,1921-03-01
15,1921.0,4.0,13.086501133294751,0.5152165800509746,1921-04-01
16,1921.0,5.0,3.0665339717158564,0.1207296839258211,1921-05-01
17,1921.0,6.0,2.846199506594811,0.112055098684835,1921-06-01
18,1921.0,7.0,0.9592104311342592,0.0377641902021361,1921-07-01
19,1921.0,8.0,3.4763707290461032,0.1368649893325237,1921-08-01
20,1921.0,9.0,0.4603535216531635,0.0181241543957938,1921-09-01
21,1921.0,10.0,20.802059220679013,0.8189787094755517,1921-10-01
22,1921.0,11.0,68.47350019290124,2.6958070942087105,1921-11-01
23,1921.0,12.0,108.26130883487654,4.262256253341596,1921-12-01
24,1922.0,1.0,125.1087360146605,4.92554078797876,1922-01-01
25,1922.0,2.0,30.49985532407408,1.2007817056722077,1922-02-01
26,1922.0,3.0,58.03135850694444,2.2846991538167103,1922-03-01
27,1922.0,4.0,8.817397882908951,0.3471416489334233,1922-04-01
28,1922.0,5.0,0.8697293128496335,0.0342413115295131,1922-05-01
29,1922.0,6.0,0.1247096120575328,0.0049098272463595,1922-06-01
30,1922.0,7.0,0.1607122774477358,0.0063272550176273,1922-07-01
31,1922.0,8.0,0.3220009980378328,0.0126772046471587,1922-08-01
32,1922.0,9.0,14.01024787808642,0.5515845621293867,1922-09-01
33,1922.0,10.0,14.313215844425155,0.563512434819888,1922-10-01
34,1922.0,11.0,44.08672718942901,1.735697920843662,1922-11-01
35,1922.0,12.0,7.680812506028164,0.3023941931507151,1922-12-01
36,1923.0,1.0,199.3413266782408,7.848083727489793,1923-01-01
37,1923.0,2.0,81.88978105709876,3.224007128232235,1923-02-01
38,1923.0,3.0,105.22680362654322,4.142787544352095,1923-03-01
