,oldMonth,OldTemp,Month,Temp
0,January,60.91456491219609,May,63.45406461387405
1,February,60.32757012309516,June,64.66153972792738
2,March,60.8683845331847,July,65.92516066219845
3,April,61.87839809986801,August,66.39462651007646
4,May,63.45406461387405,September,65.90510425820851
5,June,64.66153972792738,October,65.43849426149126
6,July,65.92516066219845,November,63.826623793170725
7,August,66.39462651007646,December,61.86979253702797
8,September,65.90510425820851,January,60.91456491219609
9,October,65.43849426149126,February,60.32757012309516
10,November,63.826623793170725,March,60.8683845331847
11,December,61.86979253702797,April,61.87839809986801
