,oldMonth,OldTemp,Month,Temp
0,January,67.4605205952052,April,69.4133096071023
1,February,67.13971393922483,May,71.0386696417203
2,March,67.9592760452225,June,73.0921587659771
3,April,69.4133096071023,July,74.04900584514101
4,May,71.0386696417203,August,74.65753088265338
5,June,73.0921587659771,September,74.51351465852744
6,July,74.04900584514101,October,73.3860239753069
7,August,74.65753088265338,November,71.25080313644828
8,September,74.51351465852744,December,69.08155093914615
9,October,73.3860239753069,January,67.4605205952052
10,November,71.25080313644828,February,67.13971393922483
11,December,69.08155093914615,March,67.9592760452225
