Year,Month,NDVI,datetime
2000.0,2.0,0.2849518518518518,2000-02-01
2000.0,3.0,0.269141975308642,2000-03-01
2000.0,4.0,0.2480592592592592,2000-04-01
2000.0,5.0,0.2583512345679012,2000-05-01
2000.0,6.0,0.2522240740740741,2000-06-01
2000.0,7.0,0.2533796296296296,2000-07-01
2000.0,8.0,0.2402265432098765,2000-08-01
2000.0,9.0,0.2460987654320987,2000-09-01
2000.0,10.0,0.2407098765432099,2000-10-01
2000.0,11.0,0.5796901234567903,2000-11-01
2000.0,12.0,0.5950648148148149,2000-12-01
2001.0,1.0,,2001-01-01
2001.0,2.0,0.3811753086419753,2001-02-01
2001.0,3.0,,2001-03-01
2001.0,4.0,,2001-04-01
2001.0,5.0,0.218479012345679,2001-05-01
2001.0,6.0,0.2363419753086419,2001-06-01
2001.0,7.0,0.2503938271604938,2001-07-01
2001.0,8.0,0.2332327160493827,2001-08-01
2001.0,9.0,0.2329851851851851,2001-09-01
2001.0,10.0,0.2634641975308642,2001-10-01
2001.0,11.0,0.2684629629629629,2001-11-01
2001.0,12.0,,2001-12-01
2002.0,1.0,,2002-01-01
2002.0,2.0,,2002-02-01
2002.0,3.0,0.3585333333333333,2002-03-01
2002.0,4.0,0.5568185185185185,2002-04-01
2002.0,5.0,0.6658567901234569,2002-05-01
2002.0,6.0,0.4862234567901235,2002-06-01
2002.0,7.0,0.391579012345679,2002-07-01
2002.0,8.0,0.3529296296296296,2002-08-01
2002.0,9.0,0.3077185185185185,2002-09-01
2002.0,10.0,0.5251962962962963,2002-10-01
2002.0,11.0,0.7023586419753087,2002-11-01
2002.0,12.0,0.6171925925925925,2002-12-01
2003.0,1.0,0.5208827160493827,2003-01-01
2003.0,2.0,0.621930864197531,2003-02-01
2003.0,3.0,0.5487493827160494,2003-03-01
2003.0,4.0,0.4574462962962963,2003-04-01
2003.0,5.0,0.3517154320987655,2003-05-01
2003.0,6.0,0.3789962962962963,2003-06-01
2003.0,7.0,0.3121364197530865,2003-07-01
2003.0,8.0,0.2836925925925926,2003-08-01
2003.0,9.0,0.2796716049382716,2003-09-01
2003.0,10.0,0.2865444444444445,2003-10-01
2003.0,11.0,0.2808716049382716,2003-11-01
2003.0,12.0,0.6824351851851852,2003-12-01
2004.0,1.0,0.7691086419753087,2004-01-01
2004.0,2.0,0.6894530864197531,2004-02-01
2004.0,3.0,0.669425925925926,2004-03-01
2004.0,4.0,0.6610962962962963,2004-04-01
2004.0,5.0,0.6488833333333334,2004-05-01
2004.0,6.0,0.597574074074074,2004-06-01
2004.0,7.0,0.4788746913580247,2004-07-01
2004.0,8.0,0.4454129629629629,2004-08-01
2004.0,9.0,0.4211382716049383,2004-09-01
2004.0,10.0,0.3972283950617284,2004-10-01
