,Year,Month,Temp,datetime
0,1990.0,1.0,69.8808837890625,1990-01-01
1,1990.0,2.0,68.08115234375,1990-02-01
2,1990.0,3.0,68.30710720486111,1990-03-01
3,1990.0,4.0,70.92706976996527,1990-04-01
4,1990.0,5.0,71.33566080729167,1990-05-01
5,1990.0,6.0,72.54126519097223,1990-06-01
6,1990.0,7.0,73.62181532118055,1990-07-01
7,1990.0,8.0,74.98136393229166,1990-08-01
8,1990.0,9.0,75.32444661458334,1990-09-01
9,1990.0,10.0,73.510400390625,1990-10-01
10,1990.0,11.0,72.31959092881945,1990-11-01
11,1990.0,12.0,69.22020399305555,1990-12-01
12,1991.0,1.0,67.845458984375,1991-01-01
13,1991.0,2.0,69.54431966145833,1991-02-01
14,1991.0,3.0,67.86649305555557,1991-03-01
15,1991.0,4.0,69.28650444878473,1991-04-01
16,1991.0,5.0,70.62861328125001,1991-05-01
17,1991.0,6.0,71.36686197916666,1991-06-01
18,1991.0,7.0,72.48504231770833,1991-07-01
19,1991.0,8.0,74.20891384548611,1991-08-01
20,1991.0,9.0,73.92756076388889,1991-09-01
21,1991.0,10.0,72.68394097222222,1991-10-01
22,1991.0,11.0,72.36681043836805,1991-11-01
23,1991.0,12.0,69.93504774305555,1991-12-01
24,1992.0,1.0,67.565087890625,1992-01-01
25,1992.0,2.0,67.64474283854167,1992-02-01
26,1992.0,3.0,68.56601833767361,1992-03-01
27,1992.0,4.0,69.3868869357639,1992-04-01
28,1992.0,5.0,71.76404622395833,1992-05-01
29,1992.0,6.0,73.16657172309027,1992-06-01
30,1992.0,7.0,73.59184027777778,1992-07-01
31,1992.0,8.0,74.30906575520834,1992-08-01
32,1992.0,9.0,74.64517957899307,1992-09-01
33,1992.0,10.0,74.08324924045138,1992-10-01
34,1992.0,11.0,71.81861165364583,1992-11-01
35,1992.0,12.0,70.12975802951388,1992-12-01
36,1993.0,1.0,66.99448784722222,1993-01-01
37,1993.0,2.0,66.23074001736111,1993-02-01
38,1993.0,3.0,67.96203884548612,1993-03-01
39,1993.0,4.0,69.73262261284722,1993-04-01
40,1993.0,5.0,69.76988389756946,1993-05-01
41,1993.0,6.0,71.68924967447917,1993-06-01
42,1993.0,7.0,72.6217800564236,1993-07-01
43,1993.0,8.0,73.43418511284722,1993-08-01
44,1993.0,9.0,73.50953233506945,1993-09-01
45,1993.0,10.0,72.50328776041667,1993-10-01
46,1993.0,11.0,69.97255316840278,1993-11-01
47,1993.0,12.0,67.96551649305556,1993-12-01
48,1994.0,1.0,66.534765625,1994-01-01
49,1994.0,2.0,67.92611762152778,1994-02-01
50,1994.0,3.0,67.95484483506945,1994-03-01
51,1994.0,4.0,69.06420355902779,1994-04-01
52,1994.0,5.0,70.39313422309027,1994-05-01
53,1994.0,6.0,71.35260145399306,1994-06-01
54,1994.0,7.0,73.58628200954861,1994-07-01
55,1994.0,8.0,73.80530598958333,1994-08-01
56,1994.0,9.0,73.74185926649307,1994-09-01
57,1994.0,10.0,72.75945095486111,1994-10-01
58,1994.0,11.0,71.0736328125,1994-11-01
59,1994.0,12.0,68.3184353298611,1994-12-01
60,1995.0,1.0,67.39906955295139,1995-01-01
61,1995.0,2.0,67.75146484375,1995-02-01
62,1995.0,3.0,69.76241048177084,1995-03-01
63,1995.0,4.0,70.11461588541667,1995-04-01
64,1995.0,5.0,70.67998860677083,1995-05-01
65,1995.0,6.0,71.99248589409723,1995-06-01
66,1995.0,7.0,73.53145616319443,1995-07-01
67,1995.0,8.0,73.28277994791667,1995-08-01
68,1995.0,9.0,73.19481608072917,1995-09-01
69,1995.0,10.0,73.0766845703125,1995-10-01
70,1995.0,11.0,71.92811957465278,1995-11-01
71,1995.0,12.0,70.76012369791667,1995-12-01
72,1996.0,1.0,69.6670681423611,1996-01-01
73,1996.0,2.0,67.51158311631944,1996-02-01
74,1996.0,3.0,67.86073133680556,1996-03-01
75,1996.0,4.0,71.14370930989583,1996-04-01
76,1996.0,5.0,72.69117296006945,1996-05-01
77,1996.0,6.0,73.56925455729166,1996-06-01
78,1996.0,7.0,74.08116861979167,1996-07-01
79,1996.0,8.0,73.699609375,1996-08-01
80,1996.0,9.0,73.74517144097223,1996-09-01
81,1996.0,10.0,73.57131618923611,1996-10-01
82,1996.0,11.0,72.30249837239583,1996-11-01
83,1996.0,12.0,69.50078667534723,1996-12-01
84,1997.0,1.0,69.04921603732639,1997-01-01
85,1997.0,2.0,68.58598090277778,1997-02-01
86,1997.0,3.0,69.15864800347222,1997-03-01
87,1997.0,4.0,69.98315700954862,1997-04-01
88,1997.0,5.0,70.99046223958334,1997-05-01
89,1997.0,6.0,72.95008138020833,1997-06-01
90,1997.0,7.0,73.42476128472222,1997-07-01
91,1997.0,8.0,73.48559299045138,1997-08-01
92,1997.0,9.0,73.86220431857639,1997-09-01
93,1997.0,10.0,72.79352484809027,1997-10-01
94,1997.0,11.0,70.76869032118056,1997-11-01
95,1997.0,12.0,68.27754448784722,1997-12-01
96,1998.0,1.0,67.79695638020834,1998-01-01
97,1998.0,2.0,67.785009765625,1998-02-01
98,1998.0,3.0,68.94381510416667,1998-03-01
99,1998.0,4.0,68.98549262152778,1998-04-01
100,1998.0,5.0,69.12670627170138,1998-05-01
101,1998.0,6.0,70.46875271267362,1998-06-01
102,1998.0,7.0,71.68203125,1998-07-01
103,1998.0,8.0,73.16207682291667,1998-08-01
104,1998.0,9.0,72.59355740017361,1998-09-01
