,oldMonth,OldTemp,Month,Temp
0,January,71.5070473361052,May,75.03575391072765
1,February,71.40366129564048,June,76.70927805386624
2,March,72.04366681822206,July,77.57490703660966
3,April,73.65912956290802,August,78.28882222335028
4,May,75.03575391072765,September,78.31129493550965
5,June,76.70927805386624,October,77.36852825508863
6,July,77.57490703660966,November,75.40809962906334
7,August,78.28882222335028,December,73.25519422371916
8,September,78.31129493550965,January,71.5070473361052
9,October,77.36852825508863,February,71.40366129564048
10,November,75.40809962906334,March,72.04366681822206
11,December,73.25519422371916,April,73.65912956290802
