,oldMonth,OldTemp,Month,Temp
0,January,71.9614929781125,May,75.68014293769816
1,February,71.67181919763455,June,77.6286239247321
2,March,74.76464920771565,July,78.53371168960766
3,April,74.07472210499758,August,79.1797551348028
4,May,75.68014293769816,September,79.09646731951543
5,June,77.6286239247321,October,77.94269830758347
6,July,78.53371168960766,November,75.68347919831065
7,August,79.1797551348028,December,73.54025196176858
8,September,79.09646731951543,January,71.9614929781125
9,October,77.94269830758347,February,71.67181919763455
10,November,75.68347919831065,March,74.76464920771565
11,December,73.54025196176858,April,74.07472210499758
