,oldMonth,OldTemp,Month,Temp
0,January,66.83729307936949,May,69.55799910795719
1,February,66.48407177963662,June,70.68790985146187
2,March,67.11262629198137,July,71.72709608756091
3,April,68.15966814860248,August,72.32164537738822
4,May,69.55799910795719,September,72.06544186949162
5,June,70.68790985146187,October,71.46769732741868
6,July,71.72709608756091,November,69.87148910186575
7,August,72.32164537738822,December,67.94269914415966
8,September,72.06544186949162,January,66.83729307936949
9,October,71.46769732741868,February,66.48407177963662
10,November,69.87148910186575,March,67.11262629198137
11,December,67.94269914415966,April,68.15966814860248
