,oldMonth,OldTemp,Month,Temp
0,January,69.76450422092958,May,72.94985789166479
1,February,69.52463087488678,June,74.640352744901
2,March,70.09988212755387,July,75.58054864143023
3,April,71.48298218316947,August,76.2700751865454
4,May,72.94985789166479,September,76.12033441952705
5,June,74.640352744901,October,75.26385290803948
6,July,75.58054864143023,November,73.37368407462148
7,August,76.2700751865454,December,71.2650220140502
8,September,76.12033441952705,January,69.76450422092958
9,October,75.26385290803948,February,69.52463087488678
10,November,73.37368407462148,March,70.09988212755387
11,December,71.2650220140502,April,71.48298218316947
